COURSE,SEQ,CATALOG_TITLE,INSTR_TYPE,DAYS,START_TIME,END_TIME,ROOM_CAP,NUM_REGISTERED
ITAL 4900,A,Independent Study,IND,,,,,0
ITAL 4901,A,Independent Study,OTH,,,,,0
JAPA 1010,D,First-Year Japanese I,LEC,TR,1435,1625,31,0
JAPA 1020,A,First-Year Japanese II,LEC,TR,1435,1625,36,0
JAPA 1020,B,First-Year Japanese II,LEC,MW,935,1125,42,0
JAPA 2110,A,Intensive Second-Year Japanese,LEC,MTWR,1435,1625,32,0
JAPA 2110,B,Intensive Second-Year Japanese,LEC,MTRF,935,1125,39,0
JAPA 3020,A,Third-Year Japanese II,LEC,MW,1305,1425,42,0
JAPA 3020,B,Third-Year Japanese II,LEC,MW,1005,1125,27,0
JAPA 3021,A,Reading in Japnse - Kanji II,LEC,TR,1135,1255,39,0
JAPA 4020,A,Fourth-Year Japanese II,LEC,MW,1305,1425,36,0
JAPA 4900,A,Independent Study,IND,,,,,0
JAPA 4900,B,Independent Study,IND,,,,,0
JOUR 1000,A,Foundations of Journalism,LEC,R,1135,1325,387,0
JOUR 1000,A01,Foundations of Journalism,GRP,R,1635,1725,40,0
JOUR 1000,A02,Foundations of Journalism,GRP,R,1335,1425,31,0
JOUR 1000,A03,Foundations of Journalism,GRP,R,1335,1425,27,0
JOUR 1000,A04,Foundations of Journalism,GRP,R,1335,1425,16,0
JOUR 1000,A05,Foundations of Journalism,GRP,R,1435,1525,40,0
JOUR 1000,A06,Foundations of Journalism,GRP,R,1535,1625,31,0
JOUR 1000,A07,Foundations of Journalism,GRP,R,1435,1525,31,0
JOUR 1000,A08,Foundations of Journalism,GRP,R,1635,1725,16,0
JOUR 1000,A09,Foundations of Journalism,GRP,R,1535,1625,27,0
JOUR 1000,A10,Foundations of Journalism,GRP,R,1435,1525,27,0
JOUR 1000,A11,Foundations of Journalism,GRP,R,1335,1425,39,0
JOUR 1000,A12,Foundations of Journalism,GRP,R,1635,1725,40,0
JOUR 1000,A13,Foundations of Journalism,GRP,R,1635,1725,16,0
JOUR 1000,PA2,Foundations of Journalism,PAS,,,,,0
JOUR 2201,A,Fundamentals of Reporting,LAB,M,1135,1725,26,0
JOUR 2201,B,Fundamentals of Reporting,LAB,M,1135,1725,25,0
JOUR 2201,C,Fundamentals of Reporting,LAB,M,1135,1725,25,0
JOUR 2201,D,Fundamentals of Reporting,LAB,R,1135,1725,25,0
JOUR 2201,E,Fundamentals of Reporting,LAB,R,1135,1725,25,0
JOUR 2501,A,Communications Law I,LEC,F,835,1125,204,0
JOUR 3207,B,Intro to Radio Journalism,LEC,M,1135,1725,26,0
JOUR 3207,D,Intro to Radio Journalism,LEC,R,1135,1725,26,0
JOUR 3208,A,Intro to Television Journalism,LEC,M,1135,1725,27,0
JOUR 3208,C,Intro to Television Journalism,LEC,R,1135,1725,27,0
JOUR 3215,C,Professional Pract & Ethics,LEC,W,835,1125,25,0
JOUR 3215,D,Professional Pract & Ethics,LEC,W,1435,1725,25,0
JOUR 3225,C,Reporting in Depth,LEC,T,1805,2055,26,0
JOUR 3225,D,Reporting in Depth,LEC,R,1805,2055,26,0
JOUR 3225,E,Reporting in Depth,LEC,F,835,1125,26,0
JOUR 3235,C,New Media Reporting,LEC,W,835,1125,25,0
JOUR 3235,D,New Media Reporting,LEC,W,1805,2055,25,0
JOUR 3405,A,Communication Global Context,LEC,F,835,1125,56,0
JOUR 3407,A,Comparative Media Studies,LEC,T,1135,1425,71,0
JOUR 4001,A,Journalism Now -- and Next,LEC,M,835,1125,115,0
JOUR 4101,A,Special Topic,SEM,R,1435,1725,27,0
JOUR 4101,G,Special Topic,SEM,T,1435,1725,58,0
JOUR 4101,H,Special Topic,SEM,T,1805,2055,25,0
JOUR 4201,A,Specialized Reporting,SEM,R,835,1125,31,0
JOUR 4201,B,Specialized Reporting,SEM,M,1435,1725,27,0
JOUR 4201,C,Specialized Reporting,SEM,R,1435,1725,42,0
JOUR 4201,D,Specialized Reporting,SEM,R,835,1125,27,0
JOUR 4201,E,Specialized Reporting,SEM,R,835,1125,27,0
JOUR 4201,H,Specialized Reporting,SEM,T,1435,1725,27,0
JOUR 4204,B,Newsroom: Adv New Media Wksp,WKS,F,835,1625,25,0
JOUR 4205,B,Newsroom: Adv Newspaper Wksp,WKS,W,835,1625,24,0
JOUR 4206,B,Newsroom: Adv Radio Wksp,WKS,W,835,1625,26,0
JOUR 4207,B,Newsroom: Adv Television Wksp,WKS,W,835,1625,27,0
JOUR 4208,D,Prof Prac: Specialized Media,LAB,R,1835,2025,31,0
LACS 1002,A,Intr Latin Americ&Carribbea II,LEC,TR,1135,1255,79,0
LACS 4001,A,Issues Latin Amer & Carbbn Std,SEM,F,1435,1725,23,0
LANG 1020,A,Introduction to a Language II,LEC,MW,935,1125,27,0
LANG 1020,C,Introduction to a Language II,LEC,,,,,0
LATN 1006,A,Introduction to Latin II,LEC,WF,1435,1625,47,0
LATN 1006,B,Introduction to Latin II,LEC,MW,1135,1325,58,0
LATN 2201,A,Intermediate Latin II,TUT,F,1135,1425,40,0
LATN 3901,B,Advanced Latin II,TUT,R,1435,1725,19,0
LATN 4901,B,Directed Study,IND,R,1435,1725,19,0
LAWS 1000,A,Introduction to Legal Studies,LEC,W,835,1025,391,0
LAWS 1000,A01,Introduction to Legal Studies,GRP,W,1035,1125,36,0
LAWS 1000,A02,Introduction to Legal Studies,GRP,W,1135,1225,29,0
LAWS 1000,A03,Introduction to Legal Studies,GRP,W,1035,1125,36,0
LAWS 1000,A04,Introduction to Legal Studies,GRP,W,1135,1225,27,0
LAWS 1000,A05,Introduction to Legal Studies,GRP,W,1035,1125,29,0
LAWS 1000,A06,Introduction to Legal Studies,GRP,W,1135,1225,35,0
LAWS 1000,A07,Introduction to Legal Studies,GRP,W,1035,1125,35,0
LAWS 1000,A08,Introduction to Legal Studies,GRP,W,1135,1225,59,0
LAWS 1000,A09,Introduction to Legal Studies,GRP,W,1035,1125,35,0
LAWS 1000,A10,Introduction to Legal Studies,GRP,W,1135,1225,40,0
LAWS 1000,B,Introduction to Legal Studies,LEC,F,1435,1625,391,0
LAWS 1000,B01,Introduction to Legal Studies,GRP,F,1635,1725,40,0
LAWS 1000,B02,Introduction to Legal Studies,GRP,F,1335,1425,39,0
LAWS 1000,B03,Introduction to Legal Studies,GRP,F,1635,1725,40,0
LAWS 1000,B04,Introduction to Legal Studies,GRP,F,1335,1425,47,0
LAWS 1000,B05,Introduction to Legal Studies,GRP,F,1635,1725,43,0
LAWS 1000,B06,Introduction to Legal Studies,GRP,F,1335,1425,35,0
LAWS 1000,B07,Introduction to Legal Studies,GRP,F,1635,1725,29,0
LAWS 1000,B08,Introduction to Legal Studies,GRP,F,1335,1425,30,0
LAWS 1000,B09,Introduction to Legal Studies,GRP,F,1635,1725,30,0
LAWS 1000,B10,Introduction to Legal Studies,GRP,F,1335,1425,28,0
LAWS 1000,C,Introduction to Legal Studies,LEC,T,1435,1625,331,0
LAWS 1000,C01,Introduction to Legal Studies,GRP,T,1635,1725,36,0
LAWS 1000,C02,Introduction to Legal Studies,GRP,T,1805,1855,30,0
LAWS 1000,C03,Introduction to Legal Studies,GRP,T,1635,1725,39,0
LAWS 1000,C04,Introduction to Legal Studies,GRP,T,1805,1855,28,0
LAWS 1000,C05,Introduction to Legal Studies,GRP,T,1635,1725,43,0
LAWS 1000,C06,Introduction to Legal Studies,GRP,T,1805,1855,31,0
LAWS 1000,C07,Introduction to Legal Studies,GRP,T,1635,1725,28,0
LAWS 1000,C08,Introduction to Legal Studies,GRP,T,1805,1855,36,0
LAWS 1000,C09,Introduction to Legal Studies,GRP,T,1635,1725,35,0
LAWS 1000,C10,Introduction to Legal Studies,GRP,T,1805,1855,40,0
LAWS 1000,COD,Introduction to Legal Studies,VOD,,,,,0
LAWS 1000,D,Introduction to Legal Studies,LEC,W,1435,1625,391,0
LAWS 1000,D01,Introduction to Legal Studies,GRP,W,1635,1725,51,0
LAWS 1000,D02,Introduction to Legal Studies,GRP,W,1335,1425,40,0
LAWS 1000,D03,Introduction to Legal Studies,GRP,W,1635,1725,42,0
LAWS 1000,D04,Introduction to Legal Studies,GRP,W,1335,1425,23,0
LAWS 1000,D05,Introduction to Legal Studies,GRP,W,1635,1725,96,0
LAWS 1000,D06,Introduction to Legal Studies,GRP,W,1335,1425,39,0
LAWS 1000,D07,Introduction to Legal Studies,GRP,W,1635,1725,30,0
LAWS 1000,D08,Introduction to Legal Studies,GRP,W,1335,1425,27,0
LAWS 1000,D09,Introduction to Legal Studies,GRP,W,1635,1725,32,0
LAWS 1000,D10,Introduction to Legal Studies,GRP,W,1335,1425,36,0
LAWS 1000,PA1,Introduction to Legal Studies,PAS,,,,,0
LAWS 1000,PB2,Introduction to Legal Studies,PAS,,,,,0
LAWS 1000,PC3,Introduction to Legal Studies,PAS,,,,,0
LAWS 1000,PD4,Introduction to Legal Studies,PAS,,,,,0
LAWS 1000,V,Introduction to Legal Studies,LEC,,,,,0
LAWS 1000,V1,Introduction to Legal Studies,GRP,,,,,0
LAWS 1000,VOD,Introduction to Legal Studies,VOD,,,,,0
LAWS 2105,C,Social Justice & Human Rights,LEC,R,1135,1425,96,0
LAWS 2201,D,Persons and Property,LEC,M,1435,1725,96,0
LAWS 2202,A,Obligations,LEC,M,1805,2055,98,0
LAWS 2202,C,Obligations,LEC,W,1805,2055,96,0
LAWS 2202,D,Obligations,LEC,F,1435,1725,96,0
LAWS 2202,E,Obligations,LEC,R,1805,2055,78,0
LAWS 2301,C,Criminal Justice System,LEC,T,1135,1425,96,0
LAWS 2302,A,Criminal Law,LEC,W,1805,2055,98,0
LAWS 2302,AOD,Criminal Law,VOD,,,,,0
LAWS 2302,C,Criminal Law,LEC,T,1805,2055,96,0
LAWS 2302,D,Criminal Law,LEC,M,1805,2055,96,0
LAWS 2302,E,Criminal Law,LEC,R,1805,2055,96,0
LAWS 2302,F,Criminal Law,LEC,F,1135,1425,102,0
LAWS 2302,V,Criminal Law,LEC,,,,,0
LAWS 2302,VOD,Criminal Law,VOD,,,,,0
LAWS 2501,B,"Law, State and Constitution",LEC,M,1135,1425,78,0
LAWS 2501,D,"Law, State and Constitution",LEC,T,1805,2055,79,0
LAWS 2502,A,"Law, State and Citizen",LEC,R,1805,2055,98,0
LAWS 2502,AOD,"Law, State and Citizen",VOD,,,,,0
LAWS 2502,B,"Law, State and Citizen",LEC,W,1135,1425,98,0
LAWS 2502,C,"Law, State and Citizen",LEC,F,835,1125,96,0
LAWS 2502,PA1,"Law, State and Citizen",PAS,MWF,935,1025,11,0
LAWS 2502,V,"Law, State and Citizen",LEC,,,,,0
LAWS 2502,VOD,"Law, State and Citizen",VOD,,,,,0
LAWS 2601,C,Public International Law,LEC,,,,,0
LAWS 2601,D,Public International Law,LEC,W,1135,1425,98,0
LAWS 2908,D,Approaches in Legal Studies I,LEC,W,1435,1555,79,0
LAWS 2908,D01,Approaches in Legal Studies I,TUT,W,1605,1725,94,0
LAWS 2908,E,Approaches in Legal Studies I,LEC,R,1005,1125,79,0
LAWS 2908,E01,Approaches in Legal Studies I,TUT,R,1135,1255,79,0
LAWS 2908,F,Approaches in Legal Studies I,LEC,F,1005,1125,79,0
LAWS 2908,F01,Approaches in Legal Studies I,TUT,F,1135,1255,79,0
LAWS 3003,B,Contracts,LEC,M,1805,2055,66,0
LAWS 3006,B,Mediation,LEC,T,1805,2055,69,0
LAWS 3201,B,Business Enterprise Frameworks,LEC,T,1805,2055,58,0
LAWS 3206,B,Banking Law,LEC,R,1805,2055,66,0
LAWS 3208,A,International Trade Regulation,LEC,T,1135,1425,66,0
LAWS 3305,C,Crime and State in History,LEC,R,1805,2055,61,0
LAWS 3305,D,Crime and State in History,LEC,W,1805,2055,78,0
LAWS 3306,A,"Crime, Law, Process & Politics",LEC,R,1805,2055,59,0
LAWS 3306,AOD,"Crime, Law, Process & Politics",VOD,,,,,0
LAWS 3306,V,"Crime, Law, Process & Politics",LEC,,,,,0
LAWS 3306,VOD,"Crime, Law, Process & Politics",VOD,,,,,0
LAWS 3307,C,Youth and Criminal Law,LEC,M,1135,1425,91,0
LAWS 3307,D,Youth and Criminal Law,LEC,T,1805,2055,66,0
LAWS 3308,B,Punishment and The Law,LEC,T,1805,2055,66,0
LAWS 3401,B,Employment Law,LEC,W,1805,2055,79,0
LAWS 3500,A,Constitutional Law,LEC,M,1435,1725,58,0
LAWS 3501,A,Law in the Information Society,LEC,T,835,1125,61,0
LAWS 3503,B,Equality & Discrimination,LEC,M,1435,1725,69,0
LAWS 3504,A,Law and Aboriginal Peoples,LEC,R,1135,1425,66,0
LAWS 3506,A,Administrative Law,LEC,T,1805,2055,66,0
LAWS 3509,B,The Charter of Rights Topics,LEC,,,,,0
LAWS 3602,C,International Human Rights,LEC,W,835,1125,58,0
LAWS 3604,B,International Organizations,LEC,M,835,1125,67,0
LAWS 3904,A,Selected Legal Topics,LEC,M,835,1125,66,0
LAWS 3904,B,Selected Legal Topics,LEC,T,1135,1425,58,0
LAWS 3908,B,Approaches in Legal Studies II,LEC,R,1135,1425,58,0
LAWS 3908,C,Approaches in Legal Studies II,LEC,M,1805,2055,58,0
LAWS 3908,E,Approaches in Legal Studies II,LEC,T,1435,1725,58,0
LAWS 3999,A,Co-op Work Term,WRK,,,,,0
LAWS 4100,C,Modern Legal Theory,SEM,M,835,1125,39,0
LAWS 4102,B,Controversies in Rights Theory,SEM,M,1135,1425,40,0
LAWS 4202,B,Accountability of Management,LEC,W,835,1125,40,0
LAWS 4204,B,Legal Issues in eCommerce,SEM,M,1435,1725,42,0
LAWS 4209,B,Topics in Business Law,SEM,T,1805,2055,35,0
LAWS 4209,C,Topics in Business Law,SEM,M,1805,2055,42,0
LAWS 4302,B,Regulation of Corporate Crime,SEM,W,1435,1725,43,0
LAWS 4303,C,"Drugs, The User and The State",SEM,W,835,1125,39,0
LAWS 4303,D,"Drugs, The User and The State",SEM,W,1435,1725,40,0
LAWS 4304,B,Policing & Social Surveillance,SEM,M,1135,1425,47,0
LAWS 4305,B,Criminal Justice Reform,SEM,F,835,1125,42,0
LAWS 4306,B,Criminal Law Issues,SEM,M,1805,2055,42,0
LAWS 4307,B,Medical Criminal Law Issues,SEM,M,1805,2055,47,0
LAWS 4308,B,Sentencing,SEM,M,1805,2055,32,0
LAWS 4308,C,Sentencing,SEM,M,1435,1725,40,0
LAWS 4309,B,State Security and Dissent,SEM,F,1135,1425,43,0
LAWS 4402,B,Employment Dispute Resolution,SEM,R,1435,1725,32,0
LAWS 4504,B,Aboriginal Criminal Justice,SEM,F,835,1125,40,0
LAWS 4507,A,Administrative Law and Control,SEM,W,1805,2055,40,0
LAWS 4603,B,Transitional Justice,SEM,F,1135,1425,39,0
LAWS 4606,B,In'tl Law and Armed Conflict,SEM,R,1135,1425,35,0
LAWS 4800,B,Environmental & Social Justice,SEM,T,1805,2055,35,0
LAWS 4801,C,Risk and the Legal Process,SEM,W,1135,1425,56,0
LAWS 4901,B,Tutorial in Law,TUT,,,,,0
LAWS 4902,B,Tutorial in Law,TUT,,,,,0
LAWS 4903,C,Advanced Legal Topics,SEM,,,,,0
LAWS 4904,A,Advanced Legal Topics,SEM,F,1135,1425,40,0
LAWS 4904,C,Advanced Legal Topics,SEM,T,1135,1425,27,0
LAWS 4908,A,Honours Paper,HON,,,,,0
LAWS 4908,B,Honours Paper,HON,,,,,0
LAWS 4908,C,Honours Paper,HON,,,,,0
LING 1001,B,Introduction to Linguistics I,LEC,TR,1435,1555,236,0
LING 1001,PA2,Introduction to Linguistics I,PAS,,,,,0
LING 1002,A,Introduction to Linguistics II,LEC,,,,,0
LING 1100,A,The Mysteries of Language,LEC,MW,1005,1125,134,0
LING 1100,AOD,The Mysteries of Language,VOD,,,,,0
LING 1100,V,The Mysteries of Language,LEC,,,,,0
LING 1100,VOD,The Mysteries of Language,VOD,,,,,0
LING 2005,B,Linguistic Analysis I,LEC,W,1435,1725,98,0
LING 2007,B,Phonetics,LEC,WF,1135,1255,84,0
LING 2504,A,Language and Communication,LEC,TR,1135,1255,134,0
LING 3005,A,Morphology I,LEC,MW,1135,1255,78,0
LING 3505,A,Semantics I,LEC,TR,1005,1125,96,0
LING 3604,A,Communication Disorders II,LEC,M,1435,1725,78,0
LING 3801,A,Structure of Specific Language,LEC,TR,1605,1725,40,0
LING 3900,A,Independent Study,IND,,,,,0
LING 4004,A,Syntax II,LEC,R,1135,1425,55,0
LING 4007,A,Phonology II,LEC,T,1805,2055,40,0
LING 4009,B,Special Topic in Linguistics,LEC,F,1135,1425,39,0
LING 4009,C,Special Topic in Linguistics,LEC,,,,,0
LING 4101,A,Hist Ling II: The Evol of Engl,LEC,MW,1005,1125,57,0
LING 4601,A,Language processi&the Brain II,LEC,W,1435,1725,57,0
LING 4900,A,Independen Study in Linguistic,IND,,,,,0
LING 4901,B,Independen Study in Linguistic,IND,,,,,0
LING 4910,A,Honours Thesis in Linguistics,HON,,,,,0
MAAE 2001,A,Engineering Graphical Design,LEC,WF,1335,1425,154,0
MAAE 2001,B,Engineering Graphical Design,LEC,TR,1135,1225,102,0
MAAE 2001,L1,Engineering Graphical Design,LAB,TR,1435,1625,60,0
MAAE 2001,L2,Engineering Graphical Design,LAB,TR,1135,1325,60,0
MAAE 2001,L3,Engineering Graphical Design,LAB,MW,935,1125,60,0
MAAE 2001,L4,Engineering Graphical Design,LAB,WF,1135,1325,60,0
MAAE 2001,L5,Engineering Graphical Design,LAB,MW,1435,1625,60,0
MAAE 2001,L6,Engineering Graphical Design,LAB,TR,935,1125,60,0
MAAE 2101,C,Engineering Dynamics,LEC,WF,1005,1125,96,0
MAAE 2101,C1,Engineering Dynamics,LAB,F,1435,1725,51,0
MAAE 2101,C2,Engineering Dynamics,LAB,R,835,1125,52,0
MAAE 2101,PC2,Engineering Dynamics,PAS,,,,,0
MAAE 2202,B,Mechanics of Solids I,LEC,TR,1435,1555,154,0
MAAE 2202,D,Mechanics of Solids I,LEC,WF,1435,1555,133,0
MAAE 2202,L1,Mechanics of Solids I,LAB,R,835,1125,58,0
MAAE 2202,L2,Mechanics of Solids I,LAB,T,835,1125,56,0
MAAE 2202,L3,Mechanics of Solids I,LAB,F,835,1125,61,0
MAAE 2202,L4,Mechanics of Solids I,LAB,T,1435,1725,61,0
MAAE 2202,PB1,Mechanics of Solids I,PAS,,,,,0
MAAE 2202,PD1,Mechanics of Solids I,PAS,,,,,0
MAAE 2300,B,Fluid Mechanics I,LEC,MW,835,955,148,0
MAAE 2300,C,Fluid Mechanics I,LEC,TR,835,955,154,0
MAAE 2300,D,Fluid Mechanics I,LEC,TR,1305,1425,391,0
MAAE 2300,F,Fluid Mechanics I,LEC,TR,1305,1425,58,0
MAAE 2300,L1,Fluid Mechanics I,LAB,M,1135,1425,51,0
MAAE 2300,L10,Fluid Mechanics I,LAB,W,1435,1725,47,0
MAAE 2300,L11,Fluid Mechanics I,LAB,W,1135,1425,51,0
MAAE 2300,L12,Fluid Mechanics I,LAB,M,1435,1725,51,0
MAAE 2300,L2,Fluid Mechanics I,LAB,T,835,1125,54,0
MAAE 2300,L3,Fluid Mechanics I,LAB,F,1435,1725,51,0
MAAE 2300,L4,Fluid Mechanics I,LAB,F,835,1125,52,0
MAAE 2300,L5,Fluid Mechanics I,LAB,T,1435,1725,54,0
MAAE 2300,L6,Fluid Mechanics I,LAB,F,1135,1425,52,0
MAAE 2300,L7,Fluid Mechanics I,LAB,M,835,1125,54,0
MAAE 2300,L8,Fluid Mechanics I,LAB,R,835,1125,51,0
MAAE 2300,L9,Fluid Mechanics I,LAB,R,1435,1725,54,0
MAAE 2300,PB1,Fluid Mechanics I,PAS,,,,,0
MAAE 2300,PC1,Fluid Mechanics I,PAS,,,,,0
MAAE 2300,PD1,Fluid Mechanics I,PAS,,,,,0
MAAE 2300,PF1,Fluid Mechanics I,PAS,,,,,0
MAAE 2400,B,Thermodynamics & Heat Transfer,LEC,MW,1435,1555,154,0
MAAE 2400,C,Thermodynamics & Heat Transfer,LEC,TR,1305,1425,133,0
MAAE 2400,L1,Thermodynamics & Heat Transfer,LAB,T,1435,1725,51,0
MAAE 2400,L2,Thermodynamics & Heat Transfer,LAB,F,1135,1425,51,0
MAAE 2400,L3,Thermodynamics & Heat Transfer,LAB,W,1135,1425,57,0
MAAE 2400,L4,Thermodynamics & Heat Transfer,LAB,R,1435,1725,51,0
MAAE 2400,L5,Thermodynamics & Heat Transfer,LAB,W,835,1125,54,0
MAAE 2400,L6,Thermodynamics & Heat Transfer,LAB,T,835,1125,52,0
MAAE 2400,PB1,Thermodynamics & Heat Transfer,PAS,,,,,0
MAAE 2400,PC1,Thermodynamics & Heat Transfer,PAS,,,,,0
MAAE 2700,B,Engineering Materials,LEC,WF,835,955,98,0
MAAE 2700,B1,Engineering Materials,LAB,T,1435,1725,36,0
MAAE 2700,B2,Engineering Materials,LAB,F,1435,1725,36,0
MAAE 2700,B3,Engineering Materials,LAB,T,835,1125,40,0
MAAE 3202,C,Mechanics of Solids II,LEC,TR,835,955,133,0
MAAE 3202,C1,Mechanics of Solids II,LAB,M,1435,1725,58,0
MAAE 3202,C2,Mechanics of Solids II,LAB,F,1435,1725,58,0
MAAE 3202,PC2,Mechanics of Solids II,PAS,,,,,0
MAAE 3300,B,Fluid Mechanics II,LEC,TR,1135,1255,96,0
MAAE 3300,B1,Fluid Mechanics II,LAB,M,835,1125,51,0
MAAE 3300,B2,Fluid Mechanics II,LAB,W,835,1125,56,0
MAAE 3400,A,Applied Thermodynamics,LEC,TR,1305,1425,151,0
MAAE 3400,B,Applied Thermodynamics,LEC,WF,835,955,120,0
MAAE 3400,L1,Applied Thermodynamics,TUT,W,1335,1425,391,0
MAAE 3400,L2,Applied Thermodynamics,TUT,T,1635,1725,154,0
MAAE 3901,B,Mech & Aero Engineering Lab,LAB,TR,1435,1725,30,0
MAAE 3999,A,Co-op Work Term,WRK,,,,,0
MAAE 4907,A,Engineering Design Project,LAB,M,835,1125,27,0
MAAE 4907,B,Engineering Design Project,LAB,M,835,1125,40,0
MAAE 4907,C,Engineering Design Project,LAB,F,835,1125,50,0
MAAE 4907,D,Engineering Design Project,LAB,M,835,1125,50,0
MAAE 4907,E,Engineering Design Project,LAB,F,835,1125,27,0
MAAE 4907,F,Engineering Design Project,LAB,F,835,1125,40,0
MAAE 4907,G,Engineering Design Project,LAB,M,835,1125,25,0
MAAE 4907,H,Engineering Design Project,LAB,M,835,1125,27,0
MAAE 4907,I,Engineering Design Project,LAB,F,835,1125,27,0
MAAE 4917,A,Undergraduate Directed Study,DIR,,,,,0
MATH 5,B,Precalculus: Functions & Graph,LEC,TR,1005,1125,55,0
MATH 5,B1,Precalculus: Functions & Graph,TUT,R,1335,1425,48,0
MATH 5,B2,Precalculus: Functions & Graph,TUT,R,1335,1425,39,0
MATH 5,C,Precalculus: Functions & Graph,LEC,TR,1805,1925,63,0
MATH 5,C1,Precalculus: Functions & Graph,TUT,T,1935,2025,54,0
MATH 6,B,Precal:Trigon Func Cmplx Nmbr,LEC,TR,835,955,55,0
MATH 6,B1,Precal:Trigon Func Cmplx Nmbr,TUT,R,1335,1425,54,0
MATH 1002,A,Calculus Introducto Analysis I,LEC,WF,835,955,115,0
MATH 1002,A1,Calculus Introducto Analysis I,TUT,F,1005,1125,40,0
MATH 1002,A2,Calculus Introducto Analysis I,TUT,F,1005,1125,40,0
MATH 1002,A3,Calculus Introducto Analysis I,TUT,F,1005,1125,40,0
MATH 1002,A4,Calculus Introducto Analysis I,TUT,F,1005,1125,39,0
MATH 1004,H,Calculus for Engin. or Physics,LEC,MW,1005,1125,133,0
MATH 1004,H1,Calculus for Engin. or Physics,TUT,M,1535,1625,48,0
MATH 1004,H2,Calculus for Engin. or Physics,TUT,M,1535,1625,48,0
MATH 1004,H3,Calculus for Engin. or Physics,TUT,M,1535,1625,48,0
MATH 1005,A,Diff. Eqs. & Series Eng. & Phy,LEC,TR,1135,1255,236,0
MATH 1005,A1,Diff. Eqs. & Series Eng. & Phy,TUT,T,1435,1525,48,0
MATH 1005,A2,Diff. Eqs. & Series Eng. & Phy,TUT,T,1435,1525,48,0
MATH 1005,A3,Diff. Eqs. & Series Eng. & Phy,TUT,T,1435,1525,48,0
MATH 1005,A4,Diff. Eqs. & Series Eng. & Phy,TUT,T,1435,1525,54,0
MATH 1005,A5,Diff. Eqs. & Series Eng. & Phy,TUT,T,1435,1525,47,0
MATH 1005,B,Diff. Eqs. & Series Eng. & Phy,LEC,MW,835,955,236,0
MATH 1005,B1,Diff. Eqs. & Series Eng. & Phy,TUT,M,1435,1525,51,0
MATH 1005,B2,Diff. Eqs. & Series Eng. & Phy,TUT,M,1335,1425,78,0
MATH 1005,B3,Diff. Eqs. & Series Eng. & Phy,TUT,M,1335,1425,58,0
MATH 1005,B4,Diff. Eqs. & Series Eng. & Phy,TUT,M,1335,1425,55,0
MATH 1005,B5,Diff. Eqs. & Series Eng. & Phy,TUT,M,1235,1325,40,0
MATH 1005,C,Diff. Eqs. & Series Eng. & Phy,LEC,TR,835,955,236,0
MATH 1005,C1,Diff. Eqs. & Series Eng. & Phy,TUT,T,1335,1425,51,0
MATH 1005,C2,Diff. Eqs. & Series Eng. & Phy,TUT,T,1335,1425,94,0
MATH 1005,C3,Diff. Eqs. & Series Eng. & Phy,TUT,T,1335,1425,42,0
MATH 1005,C4,Diff. Eqs. & Series Eng. & Phy,TUT,T,1335,1425,84,0
MATH 1005,C5,Diff. Eqs. & Series Eng. & Phy,TUT,T,1335,1425,36,0
MATH 1005,D,Diff. Eqs. & Series Eng. & Phy,LEC,MW,1135,1255,151,0
MATH 1005,D1,Diff. Eqs. & Series Eng. & Phy,TUT,W,1335,1425,96,0
MATH 1005,D2,Diff. Eqs. & Series Eng. & Phy,TUT,W,1335,1425,48,0
MATH 1005,D3,Diff. Eqs. & Series Eng. & Phy,TUT,W,1335,1425,32,0
MATH 1005,D4,Diff. Eqs. & Series Eng. & Phy,TUT,W,1435,1525,39,0
MATH 1005,D5,Diff. Eqs. & Series Eng. & Phy,TUT,W,1335,1425,47,0
MATH 1005,E,Diff. Eqs. & Series Eng. & Phy,LEC,WF,1435,1555,236,0
MATH 1005,E1,Diff. Eqs. & Series Eng. & Phy,TUT,W,1635,1725,58,0
MATH 1005,E2,Diff. Eqs. & Series Eng. & Phy,TUT,W,1635,1725,67,0
MATH 1005,E3,Diff. Eqs. & Series Eng. & Phy,TUT,W,1635,1725,47,0
MATH 1005,E4,Diff. Eqs. & Series Eng. & Phy,TUT,W,1635,1725,96,0
MATH 1005,F,Diff. Eqs. & Series Eng. & Phy,LEC,TR,1935,2055,204,0
MATH 1005,F1,Diff. Eqs. & Series Eng. & Phy,TUT,R,1805,1855,48,0
MATH 1005,F2,Diff. Eqs. & Series Eng. & Phy,TUT,R,1805,1855,54,0
MATH 1005,F3,Diff. Eqs. & Series Eng. & Phy,TUT,R,1805,1855,48,0
MATH 1005,F4,Diff. Eqs. & Series Eng. & Phy,TUT,R,1805,1855,55,0
MATH 1007,G,Elementary Calculus I,LEC,TR,1435,1555,204,0
MATH 1007,G1,Elementary Calculus I,TUT,R,1635,1725,48,0
MATH 1007,G2,Elementary Calculus I,TUT,R,1635,1725,48,0
MATH 1007,G3,Elementary Calculus I,TUT,R,1635,1725,39,0
MATH 1007,G4,Elementary Calculus I,TUT,T,1635,1725,40,0
MATH 1007,H,Elementary Calculus I,LEC,MW,1805,1925,154,0
MATH 1007,H1,Elementary Calculus I,TUT,M,1935,2025,48,0
MATH 1007,H2,Elementary Calculus I,TUT,M,1935,2025,48,0
MATH 1007,H3,Elementary Calculus I,TUT,M,1935,2025,48,0
